index,위도,경도,도로명주소,API,교통,마트편의점,교육시설,의료시설,음식점카페,문화공간
16,127.382578982,36.352600731,대전광역시 서구 둔산동 둔산서로 65,"{'교통': 3, '마트편의점': 108, '교육시설': 558, '의료시설': 396, '음식점카페': 1776, '문화공간': 27}",3,108,558,396,1776,27
17,127.387095171,36.349312128,대전광역시 서구 둔산동 둔산남로 85,"{'교통': 2, '마트편의점': 104, '교육시설': 575, '의료시설': 421, '음식점카페': 1722, '문화공간': 27}",2,104,575,421,1722,27
18,127.381635735,36.359454382,대전광역시 서구 둔산동 청사로 160,"{'교통': 3, '마트편의점': 61, '교육시설': 261, '의료시설': 237, '음식점카페': 1116, '문화공간': 33}",3,61,261,237,1116,33
19,127.382581598,36.368000064,대전광역시 서구 만년동 둔산대로117번길 66,"{'교통': 0, '마트편의점': 24, '교육시설': 130, '의료시설': 40, '음식점카페': 467, '문화공간': 29}",0,24,130,40,467,29
20,127.380006557,36.365517891,대전광역시 서구 만년동 대덕대로 366,"{'교통': 1, '마트편의점': 34, '교육시설': 173, '의료시설': 71, '음식점카페': 560, '문화공간': 26}",1,34,173,71,560,26
21,127.382597297,36.368407253,대전광역시 서구 만년동 둔산대로117번길 76,"{'교통': 0, '마트편의점': 24, '교육시설': 122, '의료시설': 37, '음식점카페': 457, '문화공간': 29}",0,24,122,37,457,29
22,127.382562717,36.366942959,대전광역시 서구 만년동 둔산대로117번길 44,"{'교통': 0, '마트편의점': 30, '교육시설': 146, '의료시설': 66, '음식점카페': 526, '문화공간': 29}",0,30,146,66,526,29
23,127.37899768,36.361443739,대전광역시 서구 월평동 대덕대로 319,"{'교통': 2, '마트편의점': 54, '교육시설': 244, '의료시설': 153, '음식점카페': 905, '문화공간': 26}",2,54,244,153,905,26
24,127.379000625,36.362464758,대전광역시 서구 월평동 월평북로 95,"{'교통': 2, '마트편의점': 47, '교육시설': 222, '의료시설': 125, '음식점카페': 782, '문화공간': 23}",2,47,222,125,782,23
25,127.378926537,36.361914557,대전광역시 서구 월평동 대덕대로 325,"{'교통': 2, '마트편의점': 51, '교육시설': 234, '의료시설': 130, '음식점카페': 856, '문화공간': 24}",2,51,234,130,856,24
26,127.387253677,36.348408457,대전광역시 서구 탄방동 둔산중로 20,"{'교통': 2, '마트편의점': 104, '교육시설': 571, '의료시설': 426, '음식점카페': 1737, '문화공간': 27}",2,104,571,426,1737,27
27,127.388856188,36.347626711,대전광역시 서구 탄방동 둔산중로14번길 36,"{'교통': 2, '마트편의점': 103, '교육시설': 550, '의료시설': 316, '음식점카페': 1622, '문화공간': 24}",2,103,550,316,1622,24
28,127.387655815,36.429944915,대전광역시 유성구 관평동 테크노1로 12-22,"{'교통': 0, '마트편의점': 37, '교육시설': 192, '의료시설': 80, '음식점카페': 733, '문화공간': 6}",0,37,192,80,733,6
29,127.390649187,36.426278329,대전광역시 유성구 관평동 테크노중앙로 50,"{'교통': 0, '마트편의점': 36, '교육시설': 178, '의료시설': 68, '음식점카페': 642, '문화공간': 4}",0,36,178,68,642,4
30,127.389503396,36.429915652,대전광역시 유성구 관평동 테크노3로 66,"{'교통': 0, '마트편의점': 36, '교육시설': 191, '의료시설': 80, '음식점카페': 750, '문화공간': 5}",0,36,191,80,750,5
31,127.387260565,36.429309436,대전광역시 유성구 관평동 테크노1로 12-28,"{'교통': 0, '마트편의점': 36, '교육시설': 196, '의료시설': 80, '음식점카페': 741, '문화공간': 5}",0,36,196,80,741,5
32,127.393981568,36.376361750,대전광역시 유성구 도룡동 엑스포로123번길 34,"{'교통': 0, '마트편의점': 8, '교육시설': 5, '의료시설': 0, '음식점카페': 50, '문화공간': 7}",0,8,5,0,50,7
33,127.395382761,36.376151834,대전광역시 유성구 도룡동 엑스포로151번길 19,"{'교통': 0, '마트편의점': 8, '교육시설': 5, '의료시설': 0, '음식점카페': 56, '문화공간': 7}",0,8,5,0,56,7
34,127.393027449,36.376191508,대전광역시 유성구 도룡동 엑스포로123번길 33,"{'교통': 0, '마트편의점': 8, '교육시설': 5, '의료시설': 0, '음식점카페': 49, '문화공간': 7}",0,8,5,0,49,7
35,127.392988720,36.378129152,대전광역시 유성구 도룡동 엑스포로123번길 65-38,"{'교통': 0, '마트편의점': 8, '교육시설': 6, '의료시설': 0, '음식점카페': 49, '문화공간': 6}",0,8,6,0,49,6
36,127.393837394,36.377185625,대전광역시 유성구 도룡동 엑스포로123번길 46-15,"{'교통': 0, '마트편의점': 8, '교육시설': 6, '의료시설': 0, '음식점카페': 50, '문화공간': 6}",0,8,6,0,50,6
37,127.395619427,36.375375053,대전광역시 유성구 도룡동 엑스포로123번길 26-30,"{'교통': 0, '마트편의점': 9, '교육시설': 5, '의료시설': 0, '음식점카페': 56, '문화공간': 7}",0,9,5,0,56,7
38,127.347659842,36.358983211,대전광역시 유성구 봉명동 문화원로 107,"{'교통': 2, '마트편의점': 95, '교육시설': 105, '의료시설': 88, '음식점카페': 1511, '문화공간': 16}",2,95,105,88,1511,16
39,127.343987467,36.355616867,대전광역시 유성구 봉명동 온천로 53,"{'교통': 2, '마트편의점': 98, '교육시설': 110, '의료시설': 116, '음식점카페': 1657, '문화공간': 13}",2,98,110,116,1657,13
40,127.338643959,36.353994785,대전광역시 유성구 봉명동 계룡로74번길 12,"{'교통': 2, '마트편의점': 91, '교육시설': 170, '의료시설': 130, '음식점카페': 1424, '문화공간': 8}",2,91,170,130,1424,8
41,127.344588575,36.355601798,대전광역시 유성구 봉명동 온천로 59,"{'교통': 2, '마트편의점': 97, '교육시설': 104, '의료시설': 114, '음식점카페': 1658, '문화공간': 13}",2,97,104,114,1658,13
42,127.339985431,36.353789382,대전광역시 유성구 봉명동 계룡로 84,"{'교통': 2, '마트편의점': 96, '교육시설': 163, '의료시설': 133, '음식점카페': 1456, '문화공간': 8}",2,96,163,133,1456,8
43,127.340650424,36.355092391,대전광역시 유성구 봉명동 온천로 26,"{'교통': 2, '마트편의점': 93, '교육시설': 146, '의료시설': 117, '음식점카페': 1446, '문화공간': 11}",2,93,146,117,1446,11
44,127.338368091,36.353758647,대전광역시 유성구 봉명동 계룡로74번길 20,"{'교통': 2, '마트편의점': 88, '교육시설': 170, '의료시설': 130, '음식점카페': 1411, '문화공간': 9}",2,88,170,130,1411,9
45,127.344608062,36.359011517,대전광역시 유성구 봉명동 문화원로 80,"{'교통': 1, '마트편의점': 103, '교육시설': 105, '의료시설': 120, '음식점카페': 1688, '문화공간': 16}",1,103,105,120,1688,16
46,127.344307826,36.354540842,대전광역시 유성구 봉명동 온천로 60,"{'교통': 2, '마트편의점': 94, '교육시설': 99, '의료시설': 104, '음식점카페': 1528, '문화공간': 12}",2,94,99,104,1528,12
47,127.342911889,36.359067674,대전광역시 유성구 봉명동 대학로 59,"{'교통': 1, '마트편의점': 104, '교육시설': 111, '의료시설': 124, '음식점카페': 1675, '문화공간': 14}",1,104,111,124,1675,14
48,127.342819334,36.358516060,대전광역시 유성구 봉명동 대학로 53,"{'교통': 1, '마트편의점': 103, '교육시설': 120, '의료시설': 121, '음식점카페': 1688, '문화공간': 14}",1,103,120,121,1688,14
49,127.343019178,36.355816648,대전광역시 유성구 봉명동 온천로 45,"{'교통': 1, '마트편의점': 100, '교육시설': 122, '의료시설': 119, '음식점카페': 1626, '문화공간': 12}",1,100,122,119,1626,12
50,127.341908812,36.356597094,대전광역시 유성구 봉명동 대학로 31,"{'교통': 1, '마트편의점': 103, '교육시설': 127, '의료시설': 119, '음식점카페': 1595, '문화공간': 14}",1,103,127,119,1595,14
51,127.342501447,36.354315603,대전광역시 유성구 봉명동 계룡로105번길 15,"{'교통': 1, '마트편의점': 95, '교육시설': 126, '의료시설': 124, '음식점카페': 1450, '문화공간': 8}",1,95,126,124,1450,8
52,127.349811636,36.355177848,대전광역시 유성구 봉명동 온천로107번길 19,"{'교통': 2, '마트편의점': 84, '교육시설': 85, '의료시설': 78, '음식점카페': 1297, '문화공간': 18}",2,84,85,78,1297,18
53,127.341793495,36.356315806,대전광역시 유성구 봉명동 대학로 27,"{'교통': 2, '마트편의점': 102, '교육시설': 125, '의료시설': 118, '음식점카페': 1557, '문화공간': 13}",2,102,125,118,1557,13
54,127.342997258,36.356229179,대전광역시 유성구 봉명동 대학로 28,"{'교통': 1, '마트편의점': 103, '교육시설': 122, '의료시설': 120, '음식점카페': 1640, '문화공간': 13}",1,103,122,120,1640,13
55,127.334723067,36.358764129,대전광역시 유성구 장대동 유성대로736번길 19,"{'교통': 2, '마트편의점': 72, '교육시설': 100, '의료시설': 85, '음식점카페': 1139, '문화공간': 6}",2,72,100,85,1139,6
56,127.317382868,36.374699780,대전광역시 유성구 지족동 노은로 167,"{'교통': 2, '마트편의점': 25, '교육시설': 260, '의료시설': 63, '음식점카페': 472, '문화공간': 8}",2,25,260,63,472,8
57,127.320542127,36.382570656,대전광역시 유성구 지족동 노은서로266번길 61,"{'교통': 2, '마트편의점': 22, '교육시설': 156, '의료시설': 58, '음식점카페': 375, '문화공간': 5}",2,22,156,58,375,5
58,127.317377932,36.375240227,대전광역시 유성구 지족동 노은로 173,"{'교통': 2, '마트편의점': 25, '교육시설': 259, '의료시설': 63, '음식점카페': 476, '문화공간': 8}",2,25,259,63,476,8
59,127.316858360,36.373608770,대전광역시 유성구 지족동 은구비남로7번길 30,"{'교통': 2, '마트편의점': 26, '교육시설': 263, '의료시설': 63, '음식점카페': 471, '문화공간': 8}",2,26,263,63,471,8
60,127.421397713,36.328158238,대전광역시 중구 선화동 보문로 286,"{'교통': 2, '마트편의점': 74, '교육시설': 256, '의료시설': 117, '음식점카페': 1544, '문화공간': 44}",2,74,256,117,1544,44
61,127.421616779,36.332560795,대전광역시 중구 선화동 대종로550번길 5,"{'교통': 2, '마트편의점': 69, '교육시설': 246, '의료시설': 116, '음식점카페': 1550, '문화공간': 36}",2,69,246,116,1550,36
62,127.410454291,36.322248276,대전광역시 중구 오류동 계백로 1719,"{'교통': 3, '마트편의점': 57, '교육시설': 189, '의료시설': 132, '음식점카페': 775, '문화공간': 17}",3,57,189,132,775,17
63,127.394737272,36.316645051,대전광역시 중구 유천동 계백로1566번길 19,"{'교통': 0, '마트편의점': 36, '교육시설': 235, '의료시설': 86, '음식점카페': 644, '문화공간': 7}",0,36,235,86,644,7
64,127.426416503,36.329863038,대전광역시 중구 은행동 목척9길 28,"{'교통': 3, '마트편의점': 72, '교육시설': 210, '의료시설': 138, '음식점카페': 1590, '문화공간': 44}",3,72,210,138,1590,44
65,127.415356978,36.366805153,대전광역시 대덕구 대화동 대화15길 91-4,"{'교통': 0, '마트편의점': 11, '교육시설': 48, '의료시설': 28, '음식점카페': 225, '문화공간': 5}",0,11,48,28,225,5
66,127.411778859,36.363721203,대전광역시 대덕구 대화동 동심8길 14,"{'교통': 0, '마트편의점': 10, '교육시설': 38, '의료시설': 21, '음식점카페': 187, '문화공간': 5}",0,10,38,21,187,5
67,127.412294150,36.365086954,대전광역시 대덕구 대화동 동심5길 38,"{'교통': 0, '마트편의점': 9, '교육시설': 35, '의료시설': 21, '음식점카페': 177, '문화공간': 5}",0,9,35,21,177,5
68,127.412099958,36.364541424,대전광역시 대덕구 대화동 동심8길 2,"{'교통': 0, '마트편의점': 10, '교육시설': 36, '의료시설': 21, '음식점카페': 183, '문화공간': 5}",0,10,36,21,183,5
69,127.414927230,36.363640830,대전광역시 대덕구 대화동 대화10길 7,"{'교통': 0, '마트편의점': 18, '교육시설': 48, '의료시설': 32, '음식점카페': 267, '문화공간': 7}",0,18,48,32,267,7
70,127.411564622,36.363938313,대전광역시 대덕구 대화동 생산5길 40,"{'교통': 0, '마트편의점': 10, '교육시설': 36, '의료시설': 21, '음식점카페': 184, '문화공간': 5}",0,10,36,21,184,5
71,127.414856787,36.365294545,대전광역시 대덕구 대화동 대오길 90-1,"{'교통': 0, '마트편의점': 13, '교육시설': 46, '의료시설': 30, '음식점카페': 241, '문화공간': 6}",0,13,46,30,241,6
72,127.414378203,36.363022189,대전광역시 대덕구 대화동 동심1길 59,"{'교통': 0, '마트편의점': 17, '교육시설': 47, '의료시설': 29, '음식점카페': 254, '문화공간': 7}",0,17,47,29,254,7
73,127.414869654,36.363562448,대전광역시 대덕구 대화동 대화10길 5,"{'교통': 0, '마트편의점': 18, '교육시설': 48, '의료시설': 33, '음식점카페': 266, '문화공간': 7}",0,18,48,33,266,7
74,127.418145239,36.366289780,대전광역시 대덕구 대화동 대화12길 14,"{'교통': 0, '마트편의점': 18, '교육시설': 86, '의료시설': 31, '음식점카페': 320, '문화공간': 8}",0,18,86,31,320,8
75,127.412689313,36.365582226,대전광역시 대덕구 대화동 대화2길 48,"{'교통': 0, '마트편의점': 10, '교육시설': 35, '의료시설': 21, '음식점카페': 175, '문화공간': 5}",0,10,35,21,175,5
76,127.415704016,36.366187004,대전광역시 대덕구 대화동 대화9길 5-1,"{'교통': 0, '마트편의점': 12, '교육시설': 49, '의료시설': 29, '음식점카페': 249, '문화공간': 5}",0,12,49,29,249,5
77,127.415837883,36.365755598,대전광역시 대덕구 대화동 대화9길 32,"{'교통': 0, '마트편의점': 15, '교육시설': 48, '의료시설': 30, '음식점카페': 261, '문화공간': 6}",0,15,48,30,261,6
78,127.421154992,36.434345636,대전광역시 대덕구 덕암동 덕암로153번길 13,"{'교통': 0, '마트편의점': 12, '교육시설': 26, '의료시설': 7, '음식점카페': 116, '문화공간': 2}",0,12,26,7,116,2
79,127.427668500,36.442169874,대전광역시 대덕구 덕암동 덕암북로104번길 12,"{'교통': 0, '마트편의점': 29, '교육시설': 77, '의료시설': 53, '음식점카페': 441, '문화공간': 3}",0,29,77,53,441,3
80,127.420857670,36.433994150,대전광역시 대덕구 덕암동 덕암로125번안길 38,"{'교통': 0, '마트편의점': 12, '교육시설': 25, '의료시설': 7, '음식점카페': 110, '문화공간': 2}",0,12,25,7,110,2
81,127.420922066,36.433651843,대전광역시 대덕구 덕암동 덕암로125번안길 34,"{'교통': 0, '마트편의점': 11, '교육시설': 24, '의료시설': 7, '음식점카페': 112, '문화공간': 2}",0,11,24,7,112,2
82,127.422134995,36.440161599,대전광역시 대덕구 덕암동 덕암로221번길 33,"{'교통': 0, '마트편의점': 19, '교육시설': 61, '의료시설': 16, '음식점카페': 224, '문화공간': 3}",0,19,61,16,224,3
83,127.420160217,36.434016883,대전광역시 대덕구 덕암동 덕암로147번길 9,"{'교통': 0, '마트편의점': 12, '교육시설': 25, '의료시설': 7, '음식점카페': 111, '문화공간': 2}",0,12,25,7,111,2
84,127.427055112,36.442687984,대전광역시 대덕구 덕암동 덕암북로96번길 12,"{'교통': 0, '마트편의점': 30, '교육시설': 81, '의료시설': 54, '음식점카페': 451, '문화공간': 3}",0,30,81,54,451,3
85,127.421525517,36.437777300,대전광역시 대덕구 덕암동 덕암로187번길 8,"{'교통': 0, '마트편의점': 14, '교육시설': 41, '의료시설': 13, '음식점카페': 187, '문화공간': 2}",0,14,41,13,187,2
86,127.419352004,36.433766679,대전광역시 대덕구 덕암동 덕암로137번길 38,"{'교통': 0, '마트편의점': 11, '교육시설': 24, '의료시설': 7, '음식점카페': 109, '문화공간': 2}",0,11,24,7,109,2
87,127.420680437,36.445044622,대전광역시 대덕구 덕암동 덕암북로10번길 64,"{'교통': 0, '마트편의점': 32, '교육시설': 110, '의료시설': 59, '음식점카페': 469, '문화공간': 5}",0,32,110,59,469,5
88,127.420416355,36.433556299,대전광역시 대덕구 덕암동 덕암로137번길 16,"{'교통': 0, '마트편의점': 11, '교육시설': 24, '의료시설': 7, '음식점카페': 111, '문화공간': 2}",0,11,24,7,111,2
89,127.420541801,36.435703234,대전광역시 대덕구 덕암동 덕암로167번길 31,"{'교통': 0, '마트편의점': 11, '교육시설': 32, '의료시설': 7, '음식점카페': 122, '문화공간': 2}",0,11,32,7,122,2
90,127.42039528,36.435728081,대전광역시 대덕구 덕암동 덕암로167번길 33,"{'교통': 0, '마트편의점': 11, '교육시설': 32, '의료시설': 7, '음식점카페': 122, '문화공간': 2}",0,11,32,7,122,2
91,127.420244866,36.435755015,대전광역시 대덕구 덕암동 덕암로167번길 35,"{'교통': 0, '마트편의점': 11, '교육시설': 32, '의료시설': 7, '음식점카페': 121, '문화공간': 2}",0,11,32,7,121,2
92,127.420091639,36.435777362,대전광역시 대덕구 덕암동 덕암로167번길 37,"{'교통': 0, '마트편의점': 11, '교육시설': 32, '의료시설': 7, '음식점카페': 120, '문화공간': 2}",0,11,32,7,120,2
93,127.419914581,36.435661375,대전광역시 대덕구 덕암동 덕암로167번길 39,"{'교통': 0, '마트편의점': 11, '교육시설': 32, '의료시설': 7, '음식점카페': 122, '문화공간': 2}",0,11,32,7,122,2
94,127.426533019,36.443259203,대전광역시 대덕구 덕암동 덕암로258번길 21,"{'교통': 0, '마트편의점': 31, '교육시설': 91, '의료시설': 58, '음식점카페': 464, '문화공간': 4}",0,31,91,58,464,4
95,127.421812599,36.436130136,대전광역시 대덕구 덕암동 덕암로125번안길 90,"{'교통': 0, '마트편의점': 12, '교육시설': 37, '의료시설': 13, '음식점카페': 146, '문화공간': 2}",0,12,37,13,146,2
96,127.421139403,36.441553803,대전광역시 대덕구 덕암동 덕암북로4번길 149,"{'교통': 0, '마트편의점': 21, '교육시설': 93, '의료시설': 25, '음식점카페': 291, '문화공간': 3}",0,21,93,25,291,3
97,127.424900374,36.440050859,대전광역시 대덕구 덕암동 덕암로222번길 15,"{'교통': 0, '마트편의점': 18, '교육시설': 60, '의료시설': 20, '음식점카페': 230, '문화공간': 3}",0,18,60,20,230,3
98,127.421427770,36.435561151,대전광역시 대덕구 덕암동 덕암로125번안길 70,"{'교통': 0, '마트편의점': 12, '교육시설': 33, '의료시설': 7, '음식점카페': 126, '문화공간': 2}",0,12,33,7,126,2
99,127.422682877,36.440744694,대전광역시 대덕구 덕암동 덕암북로22번길 145,"{'교통': 0, '마트편의점': 19, '교육시설': 69, '의료시설': 19, '음식점카페': 248, '문화공간': 3}",0,19,69,19,248,3
100,127.423726685,36.440883827,대전광역시 대덕구 덕암동 덕암북로72번길 75,"{'교통': 0, '마트편의점': 20, '교육시설': 66, '의료시설': 24, '음식점카페': 264, '문화공간': 3}",0,20,66,24,264,3
101,127.421567477,36.437266555,대전광역시 대덕구 덕암동 덕암로187번길 1,"{'교통': 0, '마트편의점': 14, '교육시설': 40, '의료시설': 13, '음식점카페': 175, '문화공간': 2}",0,14,40,13,175,2
102,127.421412483,36.438488895,대전광역시 대덕구 덕암동 덕암로195번길 30,"{'교통': 0, '마트편의점': 16, '교육시설': 42, '의료시설': 13, '음식점카페': 192, '문화공간': 2}",0,16,42,13,192,2
103,127.420061356,36.447147224,대전광역시 대덕구 덕암동 덕암북로10번길 20,"{'교통': 0, '마트편의점': 30, '교육시설': 105, '의료시설': 64, '음식점카페': 475, '문화공간': 5}",0,30,105,64,475,5
104,127.420318125,36.437097036,대전광역시 대덕구 덕암동 덕암로181번길 45,"{'교통': 0, '마트편의점': 13, '교육시설': 37, '의료시설': 13, '음식점카페': 161, '문화공간': 2}",0,13,37,13,161,2
105,127.420381707,36.446362268,대전광역시 대덕구 덕암동 덕암북로10번길 34,"{'교통': 0, '마트편의점': 31, '교육시설': 106, '의료시설': 58, '음식점카페': 475, '문화공간': 5}",0,31,106,58,475,5
106,127.427306800,36.442537131,대전광역시 대덕구 덕암동 덕암북로96번길 15,"{'교통': 0, '마트편의점': 29, '교육시설': 77, '의료시설': 54, '음식점카페': 447, '문화공간': 3}",0,29,77,54,447,3
107,127.420911216,36.446140068,대전광역시 대덕구 덕암동 덕암북로10번길 41,"{'교통': 0, '마트편의점': 32, '교육시설': 107, '의료시설': 61, '음식점카페': 503, '문화공간': 5}",0,32,107,61,503,5
108,127.420401886,36.436125830,대전광역시 대덕구 덕암동 덕암로167번길 36,"{'교통': 0, '마트편의점': 11, '교육시설': 35, '의료시설': 11, '음식점카페': 127, '문화공간': 2}",0,11,35,11,127,2
109,127.420165704,36.436503798,대전광역시 대덕구 덕암동 덕암로173번길 23,"{'교통': 0, '마트편의점': 12, '교육시설': 36, '의료시설': 11, '음식점카페': 129, '문화공간': 2}",0,12,36,11,129,2
110,127.420343660,36.436475686,대전광역시 대덕구 덕암동 덕암로173번길 21,"{'교통': 0, '마트편의점': 12, '교육시설': 36, '의료시설': 13, '음식점카페': 130, '문화공간': 2}",0,12,36,13,130,2
111,127.420231916,36.433621922,대전광역시 대덕구 덕암동 덕암로137번길 18,"{'교통': 0, '마트편의점': 11, '교육시설': 24, '의료시설': 7, '음식점카페': 111, '문화공간': 2}",0,11,24,7,111,2
112,127.420421299,36.435134665,대전광역시 대덕구 덕암동 덕암로159번길 29,"{'교통': 0, '마트편의점': 12, '교육시설': 28, '의료시설': 7, '음식점카페': 120, '문화공간': 2}",0,12,28,7,120,2
113,127.420559683,36.435110748,대전광역시 대덕구 덕암동 덕암로159번길 27,"{'교통': 0, '마트편의점': 12, '교육시설': 29, '의료시설': 7, '음식점카페': 122, '문화공간': 2}",0,12,29,7,122,2
114,127.420698964,36.435087728,대전광역시 대덕구 덕암동 덕암로159번길 25,"{'교통': 0, '마트편의점': 12, '교육시설': 29, '의료시설': 7, '음식점카페': 122, '문화공간': 2}",0,12,29,7,122,2
115,127.421598541,36.440164126,대전광역시 대덕구 덕암동 덕암로221번길 43,"{'교통': 0, '마트편의점': 19, '교육시설': 60, '의료시설': 15, '음식점카페': 230, '문화공간': 3}",0,19,60,15,230,3
116,127.420603688,36.433055855,대전광역시 대덕구 덕암동 덕암로125번안길 22,"{'교통': 0, '마트편의점': 11, '교육시설': 23, '의료시설': 7, '음식점카페': 112, '문화공간': 2}",0,11,23,7,112,2
117,127.421075013,36.434094675,대전광역시 대덕구 덕암동 덕암로125번안길 46,"{'교통': 0, '마트편의점': 12, '교육시설': 26, '의료시설': 7, '음식점카페': 110, '문화공간': 2}",0,12,26,7,110,2
118,127.422176358,36.440673582,대전광역시 대덕구 덕암동 덕암북로22번길 150,"{'교통': 0, '마트편의점': 20, '교육시설': 69, '의료시설': 19, '음식점카페': 251, '문화공간': 3}",0,20,69,19,251,3
119,127.422355017,36.445013025,대전광역시 대덕구 덕암동 덕암북로22번길 55-2,"{'교통': 0, '마트편의점': 31, '교육시설': 107, '의료시설': 63, '음식점카페': 496, '문화공간': 5}",0,31,107,63,496,5
120,127.420067476,36.447517038,대전광역시 대덕구 덕암동 덕암북로10번길 6,"{'교통': 0, '마트편의점': 29, '교육시설': 104, '의료시설': 61, '음식점카페': 471, '문화공간': 4}",0,29,104,61,471,4
121,127.420778979,36.447099368,대전광역시 대덕구 덕암동 덕암로265번길 119,"{'교통': 0, '마트편의점': 31, '교육시설': 107, '의료시설': 64, '음식점카페': 512, '문화공간': 5}",0,31,107,64,512,5
122,127.420264109,36.435166399,대전광역시 대덕구 덕암동 덕암로159번길 31,"{'교통': 0, '마트편의점': 12, '교육시설': 28, '의료시설': 7, '음식점카페': 120, '문화공간': 2}",0,12,28,7,120,2
123,127.421673155,36.438741471,대전광역시 대덕구 덕암동 덕암로203번길 27,"{'교통': 0, '마트편의점': 17, '교육시설': 42, '의료시설': 13, '음식점카페': 196, '문화공간': 2}",0,17,42,13,196,2
124,127.420787246,36.437248580,대전광역시 대덕구 덕암동 덕암로181번길 36,"{'교통': 0, '마트편의점': 14, '교육시설': 40, '의료시설': 13, '음식점카페': 167, '문화공간': 2}",0,14,40,13,167,2
125,127.420821776,36.436372981,대전광역시 대덕구 덕암동 덕암로173번길 13,"{'교통': 0, '마트편의점': 12, '교육시설': 37, '의료시설': 13, '음식점카페': 139, '문화공간': 2}",0,12,37,13,139,2
126,127.420498469,36.436436391,대전광역시 대덕구 덕암동 덕암로173번길 17,"{'교통': 0, '마트편의점': 12, '교육시설': 36, '의료시설': 13, '음식점카페': 130, '문화공간': 2}",0,12,36,13,130,2
127,127.420521148,36.447398560,대전광역시 대덕구 덕암동 덕암북로10번길 13,"{'교통': 0, '마트편의점': 31, '교육시설': 105, '의료시설': 63, '음식점카페': 498, '문화공간': 5}",0,31,105,63,498,5
128,127.420056635,36.434662659,대전광역시 대덕구 덕암동 덕암로153번길 33,"{'교통': 0, '마트편의점': 12, '교육시설': 26, '의료시설': 7, '음식점카페': 114, '문화공간': 2}",0,12,26,7,114,2
129,127.421015335,36.441690496,대전광역시 대덕구 덕암동 덕암북로4번길 147,"{'교통': 0, '마트편의점': 22, '교육시설': 96, '의료시설': 28, '음식점카페': 302, '문화공간': 3}",0,22,96,28,302,3
130,127.419129417,36.432752392,대전광역시 대덕구 덕암동 덕암로125번길 30,"{'교통': 0, '마트편의점': 9, '교육시설': 21, '의료시설': 7, '음식점카페': 97, '문화공간': 1}",0,9,21,7,97,1
131,127.424825629,36.373946439,대전광역시 대덕구 법동 아리랑로197번길 7-19,"{'교통': 0, '마트편의점': 10, '교육시설': 95, '의료시설': 55, '음식점카페': 192, '문화공간': 11}",0,10,95,55,192,11
132,127.445286245,36.355058459,대전광역시 대덕구 비래동 비래서로10번길 6,"{'교통': 0, '마트편의점': 59, '교육시설': 171, '의료시설': 64, '음식점카페': 800, '문화공간': 11}",0,59,171,64,800,11
133,127.451788071,36.360600678,대전광역시 대덕구 비래동 우암로492번길 78,"{'교통': 0, '마트편의점': 17, '교육시설': 142, '의료시설': 30, '음식점카페': 328, '문화공간': 5}",0,17,142,30,328,5
134,127.449832146,36.357834613,대전광역시 대덕구 비래동 비래동로39번길 22,"{'교통': 0, '마트편의점': 27, '교육시설': 171, '의료시설': 36, '음식점카페': 432, '문화공간': 8}",0,27,171,36,432,8
135,127.452244983,36.355533555,대전광역시 대덕구 비래동 비래동로24번길 37,"{'교통': 0, '마트편의점': 35, '교육시설': 108, '의료시설': 39, '음식점카페': 451, '문화공간': 5}",0,35,108,39,451,5
136,127.449731447,36.357605554,대전광역시 대덕구 비래동 비래동로39번길 23,"{'교통': 0, '마트편의점': 28, '교육시설': 171, '의료시설': 37, '음식점카페': 444, '문화공간': 8}",0,28,171,37,444,8
137,127.445491818,36.352813773,대전광역시 대덕구 비래동 동서대로1770번길 36,"{'교통': 0, '마트편의점': 65, '교육시설': 136, '의료시설': 72, '음식점카페': 858, '문화공간': 11}",0,65,136,72,858,11
138,127.448479616,36.354830324,대전광역시 대덕구 비래동 비래동로7번길 21,"{'교통': 0, '마트편의점': 49, '교육시설': 129, '의료시설': 48, '음식점카페': 551, '문화공간': 8}",0,49,129,48,551,8
139,127.449926215,36.356601907,대전광역시 대덕구 비래동 비래동로31번길 11,"{'교통': 0, '마트편의점': 34, '교육시설': 162, '의료시설': 39, '음식점카페': 501, '문화공간': 6}",0,34,162,39,501,6
140,127.450583330,36.359270413,대전광역시 대덕구 비래동 우암동로7번길 22,"{'교통': 0, '마트편의점': 20, '교육시설': 168, '의료시설': 30, '음식점카페': 368, '문화공간': 5}",0,20,168,30,368,5
141,127.452263557,36.355720659,대전광역시 대덕구 비래동 비래서로61번길 36,"{'교통': 0, '마트편의점': 35, '교육시설': 109, '의료시설': 39, '음식점카페': 449, '문화공간': 5}",0,35,109,39,449,5
142,127.451828520,36.356322124,대전광역시 대덕구 비래동 비래동로32번길 25,"{'교통': 0, '마트편의점': 35, '교육시설': 117, '의료시설': 37, '음식점카페': 459, '문화공간': 5}",0,35,117,37,459,5
143,127.449408964,36.356084688,대전광역시 대덕구 비래동 비래동로23번길 11,"{'교통': 0, '마트편의점': 40, '교육시설': 163, '의료시설': 40, '음식점카페': 512, '문화공간': 6}",0,40,163,40,512,6
144,127.446747275,36.356403681,대전광역시 대덕구 비래동 비래동로15번길 61,"{'교통': 0, '마트편의점': 44, '교육시설': 185, '의료시설': 41, '음식점카페': 594, '문화공간': 7}",0,44,185,41,594,7
